order_hint,url,title,description,document_type,source,es_score,current_score,confidence,p1_keep,p2_keep,p1_reason,primary_topic,seed_label,content_hash,govuk_link,label,rationale
96,https://www.gov.uk/government/publications/compliance-checks-penalties-for-enablers-of-offshore-tax-evasion-or-non-compliance-ccfs17a/penalties-for-enablers-of-offshore-tax-evasion-or-non-compliance-ccfs17a,Penalties for enablers of offshore tax evasion or non-compliance CC/FS17a,,guidance,shortlister,,0.0,Wrong sense,0,,"This page concerns tax penalties and compliance procedures, not probate-specific policies, procedures, or rules.",Enabler penalties for offshore tax evasion,should_include,cf49837b8d8c59572c53bc83b5cd574a0dbbedab5df3217624f63c2623f55e08,https://www.gov.uk/government/publications/compliance-checks-penalties-for-enablers-of-offshore-tax-evasion-or-non-compliance-ccfs17a/penalties-for-enablers-of-offshore-tax-evasion-or-non-compliance-ccfs17a,,
97,https://www.gov.uk/government/publications/agent-update-issue-130/issue-130-of-agent-update,Issue 130 of Agent Update ,,guidance,both,0.002750471,0.0,Wrong sense,0,,"The page contains no content about probate-specific policies, procedures, or rules; it focuses on tax administration updates for agents.",Technical updates and reminders for UK tax agents,,39c930fc41b8e40d3b4d0d64e25ebdad3f473e1ebe81a6a243a944b8977db7ed,https://www.gov.uk/government/publications/agent-update-issue-130/issue-130-of-agent-update,,
98,https://www.gov.uk/government/publications/employer-bulletin-august-2025/august-2025-issue-of-the-employer-bulletin,August 2025 issue of the Employer Bulletin,,guidance,shortlister,,0.0,Wrong sense,0,,"The page contains no content about probate-specific policies, procedures or rules; it covers employment tax, payroll administration, and employment rights matters.",August 2025 employer tax and employment updates,,64dd589e35edc6b7b371f2e8fb3898f82f55f500dbaa554fc4067f23433b2753,https://www.gov.uk/government/publications/employer-bulletin-august-2025/august-2025-issue-of-the-employer-bulletin,,
99,https://www.gov.uk/government/publications/requesting-hmrc-data-guidance-for-public-bodies/how-to-request-data-from-hmrc,How to request data from HMRC,,guidance,both,0.0023185455,0.0,Wrong sense,0,,"The page concerns HMRC data sharing procedures for government departments, not probate-specific policies, procedures or rules.",Requesting data from HMRC for government use,,f33f75dcd945d2417a59b89d9850755fae2bb8ffe1692648eadd0bb49a72296b,https://www.gov.uk/government/publications/requesting-hmrc-data-guidance-for-public-bodies/how-to-request-data-from-hmrc,,
100,https://www.gov.uk/government/publications/rates-and-allowances-inheritance-tax-thresholds/inheritance-tax-thresholds,Inheritance Tax thresholds,,guidance,shortlister,,0.0,Wrong sense,0,,"The page contains only historical tax threshold data with no mention of probate-specific policies, procedures, or rules that need to be followed.",Historical Inheritance Tax thresholds and rates,should_include,c60cf3e5beeb4a87d1c3e5f2958226a0c3523e1258670fd484c926e6004bfa72,https://www.gov.uk/government/publications/rates-and-allowances-inheritance-tax-thresholds/inheritance-tax-thresholds,,
101,https://www.gov.uk/government/publications/pensions-schemes-newsletter-178-february-2026,Pensions schemes newsletter 178 — February 2026,"Newsletter 178, published by HMRC in February 2026 to update stakeholders on the latest news for pension schemes.",guidance,both,0.005074088,0.0,Wrong sense,0,,"The page is about pension schemes news and updates, not probate-specific policies, procedures, and rules.",HMRC pension schemes newsletter updates,should_include,6f218dc37d9eba41f8a62e35d3ba28d12c62c6e9a565890d634ea01563d44d10,https://www.gov.uk/government/publications/pensions-schemes-newsletter-178-february-2026,,
102,https://www.gov.uk/government/publications/compliance-checks-information-about-the-general-anti-abuse-rule-ccfs34a/information-about-the-general-anti-abuse-rule,Information about the general anti-abuse rule,,guidance,shortlister,,0.0,Wrong sense,0,,"The page concerns tax avoidance rules and procedures, not probate-specific policies, procedures or rules.",General anti-abuse rule for tax arrangements,,6556bb8f63b1bec193861a9ff5098b8ece99ae6cda07dbc97a117772113e8688,https://www.gov.uk/government/publications/compliance-checks-information-about-the-general-anti-abuse-rule-ccfs34a/information-about-the-general-anti-abuse-rule,,
103,https://www.gov.uk/government/publications/technical-briefing-on-foreign-domiciled-personsinheritance-tax-residential-property-changes,Technical briefing on foreign domiciled persons/Inheritance Tax residential property changes,,guidance,both,0.024055442,0.0,Wrong sense,0,,"Page concerns Inheritance Tax policy and rules for non-UK domiciled individuals, not probate-specific policies, procedures and rules that need to be followed.",Inheritance Tax rules on foreign domiciled persons and UK residential property,should_include,6aa31e0a7588c0b41c599203c6f438cb4a9c11ecc9e3afb5d6be5c5dc5ae1ab3,https://www.gov.uk/government/publications/technical-briefing-on-foreign-domiciled-personsinheritance-tax-residential-property-changes,,
104,https://www.gov.uk/government/publications/pension-schemes-newsletter-183-july-2026/newsletter-183-july-2026,Newsletter 183 — July 2026,,guidance,shortlister,,0.0,Wrong sense,0,,"The page concerns pension schemes policies and procedures, not probate-specific policies, procedures and rules.",Pension schemes policy updates and procedures,should_include,2eac6f54d49cbf4e9697f43c1b6d97de143174c4fb35f420050fadabfbbd456e,https://www.gov.uk/government/publications/pension-schemes-newsletter-183-july-2026/newsletter-183-july-2026,,
105,https://www.gov.uk/government/publications/compliance-checks-tax-avoidance-schemes-accelerated-payments-for-corporation-tax-and-group-relief-ccfs28/tax-avoidance-schemes-accelerated-payments-for-corporation-tax-and-group-relief-ccfs28,Tax avoidance schemes - accelerated payments for Corporation Tax and group relief CC/FS28,,guidance,both,0.0021604218,0.0,Wrong sense,0,,"The page concerns tax avoidance schemes and accelerated payment procedures, not probate-specific policies, procedures and rules.",Accelerated payments for tax avoidance schemes,,518642d7644d872bdd83b84ae51158751842b3a462f515c67d4eacaf73d34a0f,https://www.gov.uk/government/publications/compliance-checks-tax-avoidance-schemes-accelerated-payments-for-corporation-tax-and-group-relief-ccfs28/tax-avoidance-schemes-accelerated-payments-for-corporation-tax-and-group-relief-ccfs28,,
106,https://www.gov.uk/government/publications/pensions-schemes-newsletter-166-january-2025/newsletter-166-january-2025,Newsletter 166 — January 2025,,guidance,shortlister,,0.0,Wrong sense,0,,"The page covers pension taxation, scheme administration procedures, and tax compliance rules, but contains no content about probate-specific policies, procedures, or rules.",Pension scheme administration updates and tax guidance,should_include,90bafc76c8e735ea36a39a4a50d90c85e064b3c3584c697009f78eb6c2844952,https://www.gov.uk/government/publications/pensions-schemes-newsletter-166-january-2025/newsletter-166-january-2025,,
107,https://www.gov.uk/government/publications/pensions-schemes-newsletter-171-july-2025,Pensions schemes newsletter 171 — July 2025,,guidance,both,0.0060022217,0.0,Wrong sense,0,,"The page is about pension scheme policies and reforms, not probate-specific policies, procedures and rules.",Pension schemes updates and reforms,should_include,7bfc3d904aa6714f76d43a913fa900913cc011f8897c3ed67ff2aed7ce8cc33f,https://www.gov.uk/government/publications/pensions-schemes-newsletter-171-july-2025,,
108,https://www.gov.uk/government/publications/finance-bill-2015-changes-to-inheritance-tax,Finance Bill 2015: changes to Inheritance Tax,Draft guidance for the Inheritance Tax manual due to changes to Inheritance Tax legislation in Finance Bill 2015.,guidance,both,0.028970815,0.0,Wrong sense,0,,"The page concerns Inheritance Tax policy changes, not probate-specific policies, procedures and rules that need to be followed.",Inheritance Tax legislation changes in Finance Bill 2015,should_include,5d22280ab193c3d1d17d9c209b30470647f0312a3e251f6dc5504d618cc5fbc6,https://www.gov.uk/government/publications/finance-bill-2015-changes-to-inheritance-tax,,
109,https://www.gov.uk/government/publications/inheritance-tax-on-main-residence-nil-rate-band-and-downsizing-proposals-technical-note,Inheritance Tax on main residence nil-rate band and downsizing proposals: technical note,,guidance,both,0.022524334,0.0,Wrong sense,0,,"This page concerns Inheritance Tax policy proposals and technical details, not probate-specific policies, procedures and rules that need to be followed.",Inheritance Tax main residence nil-rate band proposals,should_include,fee3ae220fe41f152cb98f4c7372069e470e196c1a573957f35f45a6aba2fc81,https://www.gov.uk/government/publications/inheritance-tax-on-main-residence-nil-rate-band-and-downsizing-proposals-technical-note,,
110,https://www.gov.uk/government/publications/compliance-checks-unannounced-visits-for-inspections-approved-by-the-tribunal-ccfs5/unannounced-visits-for-inspections-approved-by-the-tribunal,Unannounced visits for inspections  approved by the tribunal,,guidance,both,0.0032185127,0.0,Wrong sense,0,,"The page concerns tax compliance inspections and procedures, not probate-specific policies, procedures, or rules.",Unannounced tax inspection visits approved by tribunal,,47971d65d1fa67793de48f49df1ca83c9575a9e980c5831300f6e88fa8a65cec,https://www.gov.uk/government/publications/compliance-checks-unannounced-visits-for-inspections-approved-by-the-tribunal-ccfs5/unannounced-visits-for-inspections-approved-by-the-tribunal,,
111,https://www.gov.uk/government/publications/technical-briefing-on-foreign-domiciled-persons-changes-announced-at-summer-budget-2015/technical-briefing-on-foreign-domiciled-persons-changes-announced-at-summer-budget-2015,Technical briefing on foreign domiciled persons changes announced at Summer Budget 2015,,guidance,both,0.0053405724,0.0,Wrong sense,0,,"The page concerns tax policy reforms for foreign domiciled persons, not probate-specific policies, procedures and rules.",Non-domiciled persons tax reforms announced at Summer Budget 2015,should_include,2979e425aaff79ed17d836e0fd0d557ba66443ba46df4316a63a7434aea148d7,https://www.gov.uk/government/publications/technical-briefing-on-foreign-domiciled-persons-changes-announced-at-summer-budget-2015/technical-briefing-on-foreign-domiciled-persons-changes-announced-at-summer-budget-2015,,
112,https://www.gov.uk/government/publications/tax-avoidance-general-anti-abuse-rules,Tax avoidance: general anti-abuse rule guidance - latest version,Use the general anti-abuse rule (GAAR) guidance to help you recognise abusive tax arrangements and the process for counteracting them.,guidance,both,0.004980054,0.0,Wrong sense,0,,"The page concerns tax avoidance rules and procedures, not probate-specific policies, procedures and rules.",General anti-abuse rule guidance for tax avoidance,should_include,1e436a9b6d97dba2241be2a041804f6490cbd688875456a5c150ea23064f460a,https://www.gov.uk/government/publications/tax-avoidance-general-anti-abuse-rules,,
113,https://www.gov.uk/government/publications/disguised-remuneration-independent-loan-charge-review/guidance,Disguised remuneration: guidance following the outcome of the 2019 independent loan charge review,,guidance,both,0.0027881064,0.0,Wrong sense,0,,"Page concerns tax avoidance and loan charge policy, not probate-specific policies, procedures, or rules.",Loan charge policy changes following independent review,,c02c3d8c5ea627bec2e093f430a78d79a8acfd798882730eb8a424e8ad71028e,https://www.gov.uk/government/publications/disguised-remuneration-independent-loan-charge-review/guidance,,
114,https://www.gov.uk/government/publications/compliance-checks-visits-by-agreement-or-advance-notice-ccfs3/visits-by-agreement-or-advance-notice-ccfs3,Visits by agreement or advance notice — CC/FS3,,guidance,both,0.0029724399,0.0,Wrong sense,0,,"The page concerns tax compliance visit procedures by HMRC, not probate-specific policies, procedures and rules.",HMRC business premises visits for compliance checks,,040755277990328b66c3b5b954dd6424529e1598aca5000a1a064ff457eeeb67,https://www.gov.uk/government/publications/compliance-checks-visits-by-agreement-or-advance-notice-ccfs3/visits-by-agreement-or-advance-notice-ccfs3,,
115,https://www.gov.uk/government/publications/gaar-advisory-panel-opinion-of-2-march-2020-reducing-an-estates-value-for-inheritance-tax-via-subscription-for-shares-in-a-new-company-and-gifting-s,GAAR Advisory Panel opinion of 2 March 2020: Reducing an estate's value for inheritance tax via subscription for shares in a new company and gifting shares to an employee succession trust,Use the GAAR Advisory Panel opinion on reducing an estate's value via subscription for shares in a new company and gifting shares to an employee succession trust to help you recognise abusive tax arrangements.,guidance,both,0.013364118,0.0,Wrong sense,0,,"The page concerns inheritance tax and anti-abuse rules, not probate-specific policies, procedures and rules that need to be followed.",GAAR Advisory Panel opinion on inheritance tax arrangements,should_include,9c6bf5c429b9dd73c608574c59c3f20c4d993d2a288809e0e640f9c8d7b83aa6,https://www.gov.uk/government/publications/gaar-advisory-panel-opinion-of-2-march-2020-reducing-an-estates-value-for-inheritance-tax-via-subscription-for-shares-in-a-new-company-and-gifting-s,,
116,https://www.gov.uk/government/publications/hm-revenue-and-customs-trusts-and-estates-newsletters,HMRC Trusts and Estates newsletters,"Newsletters published by HMRC, giving updates and guidance on Inheritance Tax and trusts.",guidance,both,0.01281319,0.0,Wrong sense,0,,"The page is about HMRC newsletters providing news and updates on Inheritance Tax and trusts, but contains no specific mention of probate-related policies, procedures, or rules.",HMRC newsletters on inheritance tax and trusts,should_include,027ad944222353327a4e7dc0e112c630052799716f2f97ca2223af48943d4314,https://www.gov.uk/government/publications/hm-revenue-and-customs-trusts-and-estates-newsletters,,
117,https://www.gov.uk/government/publications/gaar-advisory-panel-opinion-of-30-january-2026-reducing-the-value-of-an-estate-for-inheritance-tax-and-avoiding-inheritance-tax-on-a-lifetime-transfer--3,GAAR Advisory Panel opinion of 30 January 2026: reducing the value of an estate for Inheritance Tax and avoiding Inheritance Tax on a lifetime transfer by acquiring shares in a company and gifting those shares to an employee trust,Use the General Anti-Abuse Rule (GAAR) Advisory Panel opinion to help you recognise when arrangements may be abusive tax arrangements.,guidance,both,0.018932277,0.0,Wrong sense,0,,"Page concerns tax avoidance rules and Inheritance Tax policy, not probate-specific procedures and rules that need to be followed.",GAAR Advisory Panel opinion on tax avoidance arrangements,should_include,2942903ca99416d5b6b8432ba518abc9221ce6046cff831c99da33f560df2888,https://www.gov.uk/government/publications/gaar-advisory-panel-opinion-of-30-january-2026-reducing-the-value-of-an-estate-for-inheritance-tax-and-avoiding-inheritance-tax-on-a-lifetime-transfer--3,,
118,https://www.gov.uk/government/publications/practice-note-apportioning-the-price-paid-for-a-business-transferred-as-a-going-concern/practice-note-apportioning-the-price-paid-for-a-business-transferred-as-a-going-concern,Practice note: apportioning the price paid for a business transferred as a going concern,,guidance,both,0.00084833335,0.0,Wrong sense,0,,"The page concerns tax apportionment rules for business sales, not probate-specific policies, procedures, or rules.",Apportioning business purchase price for tax purposes,,c1953fdf688acbc7d74ce93f45a7182c683ec21822e518368a1a53296c21aa38,https://www.gov.uk/government/publications/practice-note-apportioning-the-price-paid-for-a-business-transferred-as-a-going-concern/practice-note-apportioning-the-price-paid-for-a-business-transferred-as-a-going-concern,,
119,https://www.gov.uk/government/publications/pension-schemes-newsletter-164-october-2024,Pension schemes newsletter 164 — October 2024,"Newsletter 164, published by HMRC in October 2024 to update stakeholders on the latest news for pension schemes.",guidance,both,0.0054300944,0.0,Wrong sense,0,,"The page is about pension scheme news and updates from HMRC, not probate-specific policies, procedures, or rules.",HMRC pension schemes newsletter updates,should_include,08887d3843d38d6baaccd9cfb4814374bba9819bbfe799f35ae3a051f3726124,https://www.gov.uk/government/publications/pension-schemes-newsletter-164-october-2024,,
120,https://www.gov.uk/government/publications/agent-update-issue-132/issue-132-of-agent-update,Issue 132 of Agent Update,,guidance,both,0.0013467417,0.0,Wrong sense,0,,"The page contains no mentions of probate, probate procedures, probate policies, or probate-specific rules in any section.",HMRC technical updates and reminders for tax agents,should_include,0d8ee0d84864cd83c2888d95ca1586d885122f69f3cf0639f5f0be90b8610fd3,https://www.gov.uk/government/publications/agent-update-issue-132/issue-132-of-agent-update,,
121,https://www.gov.uk/government/publications/compliance-checks-penalties-for-income-tax-and-capital-gains-tax-for-offshore-matters-ccfs17,Compliance checks: penalties for offshore non-compliance — CC/FS17,"Find out about higher penalties that HMRC may charge for Income Tax, Capital Gains Tax and Inheritance Tax when an offshore matter is involved.",guidance,both,0.009769254,0.0,Wrong sense,0,,"The page concerns tax compliance penalties for offshore matters, not probate-specific policies, procedures, or rules.",HMRC penalties for offshore tax non-compliance,,cbab1b534e4f03985144254df5ba19769b6a59eab90f3132483ecd6c428e837a,https://www.gov.uk/government/publications/compliance-checks-penalties-for-income-tax-and-capital-gains-tax-for-offshore-matters-ccfs17,,
122,https://www.gov.uk/government/publications/trusts-and-capital-gains-tax-hs294-self-assessment-helpsheet/hs294-trusts-and-capital-gains-tax-2026,HS294 Trusts and Capital Gains Tax (2026),,guidance,both,0.0056039053,0.0,Wrong sense,0,,"This page concerns trust taxation rules, not probate-specific policies, procedures and rules that need to be followed in the probate process.",Capital Gains Tax treatment of trusts,should_include,d4d4e6508c25c99d6d66c51700d2033885a7e90cb47e2dec4246d6c121fdf829,https://www.gov.uk/government/publications/trusts-and-capital-gains-tax-hs294-self-assessment-helpsheet/hs294-trusts-and-capital-gains-tax-2026,,
123,https://www.gov.uk/government/publications/tax-and-national-insurance-contributions-for-mps-and-ministers/tax-and-national-insurance-contributions-guidance-for-parliamentarians-and-ministers,Tax and National Insurance contributions — guidance for parliamentarians and ministers,,guidance,both,0.005701962,0.0,Wrong sense,0,,"The page concerns tax administration and procedures for parliamentarians, not probate-specific policies, procedures and rules.",Tax and National Insurance guidance for parliamentarians,should_include,2b726daf6faac8bcca65d0ac7c1af90112a4a0df0b54c55ee77efbcf958a05fc,https://www.gov.uk/government/publications/tax-and-national-insurance-contributions-for-mps-and-ministers/tax-and-national-insurance-contributions-guidance-for-parliamentarians-and-ministers,,
124,https://www.gov.uk/government/publications/let-property-campaign-your-guide-to-making-a-disclosure/let-property-campaign-your-guide-to-making-a-disclosure,Let Property Campaign: your guide to making a disclosure,,guidance,both,0.0014759896,0.0,Wrong sense,0,,"This page concerns tax disclosure procedures for landlords, not probate-specific policies, procedures and rules.",Let Property Campaign tax disclosure guide for landlords,,6f9558022ceae7936dede420055ed69d1a495896d3865e85c967f6f129facc65,https://www.gov.uk/government/publications/let-property-campaign-your-guide-to-making-a-disclosure/let-property-campaign-your-guide-to-making-a-disclosure,,
125,https://www.gov.uk/government/publications/relief-for-gifts-and-similar-transactions-hs295-self-assessment-helpsheet/hs295-relief-for-gifts-and-similar-transactions-2023,HS295 Relief for gifts and similar transactions (2023),,guidance,both,0.0071281763,0.0,Wrong sense,0,,"The page is about Capital Gains Tax (CGT) reliefs for gifts, not probate-specific policies, procedures and rules; the single mention of probate in a contact reference does not constitute probate-focused content.",Capital Gains Tax relief for gifts and similar transactions,should_include,00816458f8213fedad8d4b0bbd8828d19812d5026dbda5bb158fc7f79e5a6784,https://www.gov.uk/government/publications/relief-for-gifts-and-similar-transactions-hs295-self-assessment-helpsheet/hs295-relief-for-gifts-and-similar-transactions-2023,,
126,https://www.gov.uk/government/publications/pensions-schemes-newsletter-175-november-2025,Pensions schemes newsletter 175 — November 2025,,guidance,both,0.00618533,0.0,Wrong sense,0,,"The page is about pension schemes news and updates, not probate-specific policies, procedures and rules.",Pension schemes newsletter with budget and tax updates,should_include,4e4f5830801f2db96315c4e9e8466bb702bb225d8794231e33e8b2042be09971,https://www.gov.uk/government/publications/pensions-schemes-newsletter-175-november-2025,,
127,https://www.gov.uk/government/publications/gaar-advisory-panel-opinion-of-30-january-2026-reducing-the-value-of-an-estate-for-inheritance-tax-and-avoiding-inheritance-tax-on-a-lifetime-transfer--2,GAAR Advisory Panel opinion of 30 January 2026: reducing the value of an estate for Inheritance Tax and avoiding Inheritance Tax on a lifetime transfer by gifting shares held in an existing company to an employee trust,Use the General Anti-Abuse Rule (GAAR) Advisory Panel opinion to help you recognise when arrangements may be abusive tax arrangements,guidance,both,0.019554246,0.0,Wrong sense,0,,"The page concerns tax avoidance and the General Anti-Abuse Rule, not probate-specific policies, procedures, or rules.",GAAR Advisory Panel opinion on tax avoidance arrangements,should_include,7299ecfad41828a1e029d26de13c3bfdd2e457eb2155dc812f7e1fe968856240,https://www.gov.uk/government/publications/gaar-advisory-panel-opinion-of-30-january-2026-reducing-the-value-of-an-estate-for-inheritance-tax-and-avoiding-inheritance-tax-on-a-lifetime-transfer--2,,
128,https://www.gov.uk/government/publications/trusts-and-capital-gains-tax-hs294-self-assessment-helpsheet/hs294-trusts-and-capital-gains-tax-2025,HS294 Trusts and Capital Gains Tax (2025),,guidance,both,0.0056039053,0.0,Wrong sense,0,,"The page concerns Capital Gains Tax rules for trusts, not probate-specific policies, procedures and rules as described in the INCLUDE topic.",Capital Gains Tax treatment of trusts,should_include,621976e136542939c2c63c55edb0af45733f4073268e0dfea5ee5f9dbc3a2a06,https://www.gov.uk/government/publications/trusts-and-capital-gains-tax-hs294-self-assessment-helpsheet/hs294-trusts-and-capital-gains-tax-2025,,
129,https://www.gov.uk/government/publications/community-and-amateur-sports-club-newsletter-2-june-2023/newsletter-2-june-2023,Newsletter 2 — June 2023,,guidance,both,0.004251343,0.0,Wrong sense,0,,"The page concerns tax policies for CASCs and charities, not probate-specific policies, procedures, or rules.",Tax reliefs for community and amateur sports clubs,,acf9ebb3967c0276181c428820a28f2f0370ed373a0a181c182cfba5e0caaa26,https://www.gov.uk/government/publications/community-and-amateur-sports-club-newsletter-2-june-2023/newsletter-2-june-2023,,
130,https://www.gov.uk/government/publications/pensions-schemes-newsletter-177-january-2026,Pensions schemes newsletter 177 — January 2026,,guidance,both,0.005384149,0.0,Wrong sense,0,,"The page is about pension schemes policy updates including Inheritance Tax and relief at source, not probate-specific policies, procedures or rules.",Pension schemes newsletter updates,should_include,b35df65c298a2835bd21da64dd9b5ac65b5bc73781107ce2efc824ea9370e508,https://www.gov.uk/government/publications/pensions-schemes-newsletter-177-january-2026,,
131,https://www.gov.uk/government/publications/rates-and-allowances-inheritance-tax-thresholds-and-interest-rates,Rates and allowances: Inheritance Tax thresholds and interest rates,"Find the Inheritance Tax thresholds (or nil rate bands) from 1914, and see changes to Inheritance Tax interest rates from October 1988.",guidance,both,0.030097386,0.0,Wrong sense,0,,"The page is about Inheritance Tax rates and thresholds, not probate-specific policies, procedures, and rules that need to be followed.",Inheritance Tax thresholds and interest rates,should_include,39b963de29804a8d641f788a4769ea55782a3da56ec4d8f1283d29d2f171b7be,https://www.gov.uk/government/publications/rates-and-allowances-inheritance-tax-thresholds-and-interest-rates,,
132,https://www.gov.uk/government/publications/agent-update-issue-142/issue-142-of-agent-update,Issue 142 of Agent Update ,,guidance,both,0.002034709,0.0,Wrong sense,0,,"The page contains no mention of probate, probate procedures, probate policies, or probate-specific rules in any sense.",HMRC tax updates and procedural changes for agents,,118830db7fd9b56d0ca1308c9b2f8d8944f2bef940907419a45ef0810b6e42f0,https://www.gov.uk/government/publications/agent-update-issue-142/issue-142-of-agent-update,,
133,https://www.gov.uk/government/publications/pension-schemes-newsletter-183-july-2026,Pension schemes newsletter 183 — July 2026,,guidance,both,0.006342437,0.0,Wrong sense,0,,"The page is about pension scheme policy updates and news, not about probate-specific policies, procedures, and rules.",Pension schemes newsletter updates,should_include,c6fa3ef57c27bead2073699a16f66b6f92267c75ff44f341ff5e137c0f96ed7e,https://www.gov.uk/government/publications/pension-schemes-newsletter-183-july-2026,,
134,https://www.gov.uk/government/publications/charities-fit-and-proper-persons-test/guidance-on-the-fit-and-proper-persons-test,Guidance on the fit and proper persons test,,guidance,both,0.0013891967,0.0,Wrong sense,0,,"This page concerns charity tax relief eligibility and management standards, not probate-specific policies, procedures, and rules.",Fit and proper persons test for charity managers,,51db597e19ae1c1c08e4f3f87a5fdeb869e8b08cb7854f8f408ba1a9b12da505,https://www.gov.uk/government/publications/charities-fit-and-proper-persons-test/guidance-on-the-fit-and-proper-persons-test,,
135,https://www.gov.uk/government/publications/spotlight-12-taxing-the-rewards-for-work-carried-out-for-a-uk-based-employer-23-august-2011/spotlight-12-taxing-the-rewards-for-work-carried-out-for-a-uk-based-employer-23-august-2011,Taxing the rewards for work carried for a UK based employer (Spotlight 12),,guidance,both,0.0055222097,0.0,Wrong sense,0,,"The page concerns tax avoidance schemes and income tax rules, not probate-specific policies, procedures, or rules.",Tax avoidance schemes for UK employment income,should_include,6ffb1b259125498bc6b941384dd8eb3a683d895bb56964ef3e5fe8e128814894,https://www.gov.uk/government/publications/spotlight-12-taxing-the-rewards-for-work-carried-out-for-a-uk-based-employer-23-august-2011/spotlight-12-taxing-the-rewards-for-work-carried-out-for-a-uk-based-employer-23-august-2011,,
136,https://www.gov.uk/government/publications/relief-for-gifts-and-similar-transactions-hs295-self-assessment-helpsheet/hs295-relief-for-gifts-and-similar-transactions-2024,HS295 Relief for gifts and similar transactions (2024),,guidance,both,0.0071281763,0.0,Wrong sense,0,,"The page is about CGT reliefs for gifts and transactions, not probate-specific policies, procedures, and rules.",Capital Gains Tax relief for gifts and transactions,should_include,821624eb421df219d6f49aa91d5510812e7a9c2d8e83e25a6e8731da90214091,https://www.gov.uk/government/publications/relief-for-gifts-and-similar-transactions-hs295-self-assessment-helpsheet/hs295-relief-for-gifts-and-similar-transactions-2024,,
137,https://www.gov.uk/government/publications/disclosure-of-tax-avoidance-schemes-guidance/disclosure-of-tax-avoidance-schemes,Disclosure of tax avoidance schemes: guidance,,guidance,both,0.00290907,0.0,Wrong sense,0,,"The page concerns tax avoidance scheme disclosure rules and procedures, not probate-specific policies, procedures or rules.",Disclosure of tax avoidance schemes to HMRC,,6337bd44d34ced00f7436aa307377b60461891517f78420321ff1f8f4fd3148a,https://www.gov.uk/government/publications/disclosure-of-tax-avoidance-schemes-guidance/disclosure-of-tax-avoidance-schemes,,
138,https://www.gov.uk/government/publications/charities-detailed-guidance-notes/annex-i-tax-exemptions-for-charities,Annex i: tax exemptions for charities,,guidance,both,0.0003116867,0.0,Wrong sense,0,,"The page concerns charity tax exemptions and rules, not probate-specific policies, procedures, and rules that need to be followed.",Tax exemptions for charitable organizations,should_include,066312f469216015f99dd559deb04974bc2021c2f16ebb3a416cea410344686d,https://www.gov.uk/government/publications/charities-detailed-guidance-notes/annex-i-tax-exemptions-for-charities,,
139,https://www.gov.uk/government/publications/trusts-and-capital-gains-tax-hs294-self-assessment-helpsheet/hs294-trusts-and-capital-gains-tax-2023,HS294 Trusts and Capital Gains Tax (2023),,guidance,both,0.0056039053,0.0,Wrong sense,0,,"The page is about CGT rules for trusts, not probate-specific policies, procedures and rules that need to be followed.",Capital Gains Tax treatment of trusts,should_include,18059bb319a319d09d9384615b9da6e1f736784429b36a7308e998c1f5972667,https://www.gov.uk/government/publications/trusts-and-capital-gains-tax-hs294-self-assessment-helpsheet/hs294-trusts-and-capital-gains-tax-2023,,
140,https://www.gov.uk/government/publications/agent-update-issue-140/issue-140-of-agent-update,Issue 140 of Agent Update ,,guidance,both,0.0010888194,0.0,Wrong sense,0,,"The page contains no mentions of probate-specific policies, procedures, or rules; it covers tax and payroll matters for HMRC agents.",Tax updates and guidance for agents,should_include,e6c823000537a7d7e38dd3542eddb5ca2054845019432fcb05aa8e3b2cc46433,https://www.gov.uk/government/publications/agent-update-issue-140/issue-140-of-agent-update,,
